Misspelling,RealWord,pyspellchecker_correction,textblob_correction,aspell_correction,bert_correction
thrid,third,third,third,third,used
thsi,this,this,this,this,[UNK]
tihs,this,this,this,this,[UNK]
throughly,thoroughly,thoroughly,thoroughly,thoroughly,correct
ethose,those,those,those,ethos,[UNK]
thsoe,those,those,those,those,[UNK]
threee,three,three,three,three,three
threshhold,threshold,threshold,threshold,threshold,here
throught,through,thought,thought,thought,t
thru,through,thru,thou,thru,f
throught,throughout,thought,thought,thought,t
tiem,time,them,them,time,[UNK]
timne,time,time,time,time,tim
tiome,time,time,time,time,[UNK]
tobbaco,tobacco,tobacco,tobacco,tobacco,[UNK]
todya,today,today,today,today,[UNK]
todays,today's,today,today,today's,[UNK]
tolerence,tolerance,tolerance,coherence,tolerance,[UNK]
tomatos,tomatoes,tomato,tomato,tomato's,tomato
tiome,tome,time,time,time,[UNK]
tommorow,tomorrow,tomorrow,tomorrow,tomorrow,unknown
tommorrow,tomorrow,tomorrow,tomorrow,tomorrow,tom
tongiht,tonight,tonight,tonight,tonight,[UNK]
tourch,torch,touch,touch,torch,c
tornados,tornadoes,tornados,tornado,tornado's,tornado
toriodal,toroidal,toroidal,trional,tripodal,[UNK]
tourch,touch,touch,touch,torch,c
towrad,toward,toward,toward,toward,[UNK]
twon,town,two,two,twin,n
traditionaly,traditionally,traditional,traditional,traditionally,[UNK]
trafic,traffic,traffic,traffic,traffic,latin
trafficed,trafficked,trafficked,traffic,trafficked,used
transcendance,transcendence,transcendence,transcendance,transcendence,[UNK]
trancendent,transcendent,transcendent,trancendent,transcendent,unknown
transcendant,transcendent,transcendent,transcendant,transcendent,not
transcendentational,transcendental,,transcendentational,transcendental,bold
trancending,transcending,transcending,trancending,transcending,unknown
transending,transcending,transcending,transuding,transcending,missing
transcripting,transcribing,transcription,transcription,transcription,used
transcripting,transcription,transcription,transcription,transcription,used
transfered,transferred,transferred,transferred,transferred,used
transfering,transferring,transferring,transferring,transferring,:
translater,translator,translate,translated,translate,[UNK]
translaters,translators,translates,translated,translates,[UNK]
transmissable,transmissible,transmissible,transmissible,transmissible,correct
tremelo,tremolo,tremolo,tremble,tremolo,e
triology,trilogy,trilogy,theology,trilogy,trio
troups,troops,troops,troops,troupes,:
troups,troupes,troops,troops,troupes,:
truely,truly,truly,truly,truly,true
turnk,trunk,turn,turn,trunk,r
turnk,turnkey,turn,turn,trunk,r
tyrany,tyranny,tyranny,tyranny,tyranny,error
tyrrany,tyranny,tyranny,tyranny,tyranny,[UNK]
ubiquitious,ubiquitous,ubiquitous,ubiquitious,ubiquitous,english
uncertainity,uncertainty,uncertainty,uncertainty,uncertainty,uncertain
unconcious,unconscious,unconscious,unconscious,unconscious,correct
unconciousness,unconsciousness,unconsciousness,unconciousness,unconsciousness,ignorance
unconvential,unconventional,unconventional,uncongenial,unconventional,unknown
undecideable,undecidable,undecidable,undecideable,undecidable,unknown
unforetunately,unfortunately,unfortunately,unfortunately,unfortunately,unknown
unfortunatly,unfortunately,unfortunately,unfortunately,unfortunately,here
unilatreal,unilateral,unilateral,unilateral,unilateral,[UNK]
unilatreally,unilaterally,unilaterally,unilatreally,unilaterally,[UNK]
univeristies,universities,universities,universities,universities,[UNK]
univesities,universities,universities,universities,universities,[UNK]
univeristy,university,university,university,university,[UNK]
univesity,university,university,university,university,[UNK]
unneccesarily,unnecessarily,unnecessarily,unnecessarily,unnecessarily,here
unneccessarily,unnecessarily,unnecessarily,unnecessarily,unnecessarily,[UNK]
unnecesarily,unnecessarily,unnecessarily,unnecessarily,unnecessarily,[UNK]
unecessary,unnecessary,necessary,necessary,unnecessary,unknown
unneccessary,unnecessary,unnecessary,unnecessary,unnecessary,unknown
unnecesary,unnecessary,unnecessary,unnecessary,unnecessary,unknown
unplesant,unpleasant,unpleasant,unpleasant,unpleasant,correct
unrepentent,unrepentant,unrepentant,unrepentent,unrepentant,omitted
unsed,unsaid,used,used,unused,used
unsubstanciated,unsubstantiated,unsubstantiated,unsubstanciated,unsubstantiated,missing
unsuccessfull,unsuccessful,unsuccessful,unsuccessful,unsuccessfully,[UNK]
unsucesful,unsuccessful,unsuccessful,unsuccessful,unsuccessful,wrong
unsucessfull,unsuccessful,unsuccessful,unsuccessful,unsuccessfully,unknown
unsucesfuly,unsuccessfully,,unsucesfuly,unsuccessfully,not
unsucessfully,unsuccessfully,unsuccessfully,unsucessfully,unsuccessfully,correct
unsuprised,unsurprised,unsurprised,unsuprised,unsupervised,omitted
unsuprized,unsurprised,unsurprised,unsuprized,unsupervised,omitted
unsurprized,unsurprised,unsurprised,unsurprized,unsupervised,correct
unsuprising,unsurprising,unsurprising,unsuprising,unsurprising,incorrect
unsuprizing,unsurprising,unsurprising,unsuprizing,unsurprising,correct
unsurprizing,unsurprising,unsurprising,unsurprizing,unsurprising,correct
untill,until,until,until,until,r
unuseable,unusable,unusable,unstable,unusable,correct
unsed,unused,used,used,unused,used
unweildly,unwieldy,unwieldy,unweildly,unworldly,[UNK]
unwieldly,unwieldy,unwieldy,unwieldly,unwieldy,not
apon,upon,upon,upon,apron,ap
useable,usable,useable,unable,usable,used
useage,usage,usage,usage,usage,used
uise,use,use,use,use,ui
useage,use,usage,usage,usage,used
unsed,used,used,used,unused,used
usefull,useful,useful,useful,usefully,[UNK]
usefuly,usefully,useful,useful,usefully,[UNK]
useing,using,using,using,using,used
usally,usually,usually,usually,usually,here
usualy,usually,usually,usually,usually,not
vaccum,vacuum,vacuum,vacuum,vacuum,unknown
vaccume,vacuum,accuse,vaccine,vacuum,used
agina,vagina,vagina,vagina,angina,e
valuble,valuable,valuable,valuable,valuable,[UNK]
valueable,valuable,valuable,valuable,valuable,missing
varities,varieties,varieties,varieties,varieties,[UNK]
varity,variety,variety,variety,variety,var
vegitable,vegetable,vegetable,vegetable,vegetable,unknown
vegitables,vegetables,vegetables,vegetables,vegetables,[UNK]
vengance,vengeance,vengeance,vengeance,vengeance,[UNK]
venemous,venomous,venomous,venomous,venomous,unknown
meranda,veranda,veranda,veranda,Miranda,[UNK]
verfication,verification,verification,vesication,verification,[UNK]
veyr,very,very,very,very,:
vrey,very,very,very,very,:
vyer,very,yer,ver,yer,[UNK]
vyre,very,pyre,vere,byre,v
vacinity,vicinity,vicinity,vicinity,vicinity,unknown
vigeur,vigor,tiger,vigour,vigour,l
vigourous,vigorous,vigorous,vigorous,vigorous,unknown
vigeur,vigour,tiger,vigour,vigour,l
villify,vilify,vilify,nullify,vilify,[UNK]
villian,villain,villain,villain,villain,unknown
villin,villain,villain,villain,Villon,[UNK]
villin,villein,villain,villain,Villon,[UNK]
villin,villi,villain,villain,Villon,[UNK]
visable,visible,visible,visible,viable,[UNK]
visably,visibly,visibly,visibly,viably,here
visting,visiting,visiting,visiting,visiting,:
volcanoe,volcano,volcano,volcano,volcanoes,volcano
volcanos,volcanoes,volcanos,volcano,volcano's,eruption
volontary,voluntary,voluntary,voluntary,voluntary,[UNK]
volonteer,volunteer,volunteer,volunteer,volunteer,[UNK]
volounteer,volunteer,volunteer,volunteer,volunteer,[UNK]
volonteered,volunteered,volunteered,volunteered,volunteered,[UNK]
volounteered,volunteered,volunteered,volunteered,volunteered,omitted
volonteering,volunteering,volunteering,volunteering,volunteering,[UNK]
volounteering,volunteering,volunteering,volunteering,volunteering,[UNK]
volonteers,volunteers,volunteers,volunteers,volunteers,[UNK]
volounteers,volunteers,volunteers,volunteers,volunteers,[UNK]
watn,want,want,want,want,wat
wnat,want,what,what,want,w
wanna,want_to,wanna,anna,wanna,wanna
wnated,wanted,wanted,wanted,wanted,w
wnats,wants,wants,wants,wants,w
warrent,warrant,warrant,warrant,Warren,unknown
wass,was,was,was,wads,is
ws,was,is,was,SW,w
wasnt,wasn't,want,want,wasn't,not
weaponary,weaponry,weaponry,weaponary,weaponry,weapon
mear,wear,hear,dear,meat,[UNK]
wether,weather,wether,whether,weather,[UNK]
wierd,weird,weird,wired,weird,blank
waht,what,what,what,what,wah
whta,what,what,what,what,w
wehn,when,when,when,when,german
whereever,wherever,wherever,wherever,wherever,here
wether,whether,wether,whether,weather,[UNK]
hwihc,which,which,which,Whig,[UNK]
whcih,which,which,which,which,[UNK]
whic,which,which,which,which,w
whihc,which,which,which,which,w
wich,which,with,with,which,german
hwile,while,while,while,while,h
hwole,whole,whole,whole,whole,[UNK]
wohle,whole,whole,whole,whole,e
wholy,wholly,whole,whole,wholly,not
weild,wield,weird,wild,wield,blank
weilded,wielded,welded,wielded,wielded,blank
wief,wife,wife,wife,wife,[UNK]
weild,wild,weird,wild,wield,blank
iwll,will,will,will,Will,l
wiull,will,will,will,Will,[UNK]
wintery,wintry,wintery,winter,wintry,winter
wich,witch,with,with,which,german
iwth,with,with,with,with,[UNK]
wiht,with,with,with,whit,[UNK]
witht,with,with,with,Witt,with
wtih,with,with,with,with,[UNK]
withdrawl,withdraw,withdraw,withdrawn,withdrawal,[UNK]
withdrawl,withdrawal,withdraw,withdrawn,withdrawal,[UNK]
withing,within,withing,within,withing,[UNK]
womens,women's,women,women,women's,women
wont,won't,wont,wont,wont,[UNK]
wont,wont,wont,wont,wont,[UNK]
owrk,work,work,work,work,r
wokr,work,work,work,work,[UNK]
wrok,work,work,work,work,[UNK]
wokring,working,working,working,working,blank
wroking,working,working,working,working,[UNK]
worstened,worsened,worsened,worsted,worsened,used
owudl,would,would,would,owed,[UNK]
woudl,would,would,would,would,[UNK]
rwite,write,write,write,write,r
wriet,write,write,write,write,w
wirting,writing,writing,writing,witting,[UNK]
writen,written,write,written,written,write
wroet,wrote,wrote,wrote,wrote,j
eyar,year,year,year,year,[UNK]
yera,year,year,year,year,yer
eyars,years,years,years,years,e
eyasr,years,eyas,eyes,eyesore,[UNK]
yeasr,years,years,years,years,[UNK]
yeras,years,years,years,years,yer
yersa,years,years,versa,yeas,[UNK]
